Titles,Domestic gross total,Genre,Release Date,Number of Theaters,Production budget,Number of views,Number of editors,Number of edits
https://www.boxofficemojo.com/movies/?id=samekindofdifferent.htm,0.44531629610275103,0.1382559594970637,0.08426288495973044,0.4520970336910216,0.9205665416637214,0.277674538215933,0.7512155553950189,0.6550645387091998
https://www.boxofficemojo.com/movies/?id=bhtilt2017.htm,0.15748571002745892,0.1501670380503498,0.7240699031318469,0.09185508250841623,0.5274853431599964,0.5599315824572548,0.6864912494440655,0.36526729709212336
https://www.boxofficemojo.com/movies/?id=maudie.htm,0.46838315634693606,0.9472134209917926,0.82046739043733,0.4818180379356729,0.9415842312622673,0.028469521828984434,0.2729966586874105,0.398089047724159
https://www.boxofficemojo.com/movies/?id=villacapri.htm,0.06892714090469809,0.7774882935094685,0.5045723711404906,0.5024421098570304,0.9931363053709273,0.29118891588515394,0.2069940450476413,0.6857085959110407
https://www.boxofficemojo.com/movies/?id=thefloridaproject.htm,0.8834743791211973,0.27267485862893404,0.2821791725883178,0.040586379706022746,0.7354326378765148,0.6416502916462571,0.47434870424216935,0.5118615674160081
https://www.boxofficemojo.com/movies/?id=allsaints.htm,0.7847573864275913,0.535443700968221,0.3015966309012629,0.007007055784799432,0.6720172192055203,0.4464983440892719,0.0006599011782342235,0.6179694683875204
https://www.boxofficemojo.com/movies/?id=suburbicon.htm,0.46904485972615884,0.39152662436653507,0.6728429420870735,0.25281094267534165,0.9560746950034444,0.2813131913888528,0.1531146548388439,0.7673093798152296
https://www.boxofficemojo.com/movies/?id=themanwhoinventedchristmas.htm,0.8518021551539163,0.8037911288949358,0.3662901996154053,0.5053259744040216,0.4222731497804141,0.9641453567684698,0.29544284886820893,0.4110936374376142
https://www.boxofficemojo.com/movies/?id=pariscanwait.htm,0.3151563047490473,0.6247544842022471,0.8779034388188388,0.680880198558819,0.6919018641677276,0.011137665972677957,0.3577443244889278,0.29894428706859033
https://www.boxofficemojo.com/movies/?id=tigerzindahai.htm,0.5287986512387609,0.679055580940204,0.543965878461138,0.8506403362175422,0.7045339098946772,0.6807479583305441,0.06193154177425031,0.7848997507052247
https://www.boxofficemojo.com/movies/?id=yourname.htm,0.6288839996166159,0.7414756012487875,0.39883959772880684,0.2283031342019689,0.2523557340054784,0.329458992544442,0.29209956060618525,0.9730247778544854
https://www.boxofficemojo.com/movies/?id=thebookofhenry.htm,0.39367737578705453,0.3455906322688489,0.258402736879803,0.4270271715462418,0.6147655465871718,0.5975929607686058,0.537485459205693,0.7645577865914215
https://www.boxofficemojo.com/movies/?id=stronger.htm,0.20131525159485186,0.42576530649691524,0.09911748104728946,0.7505239879253995,0.4775233939788339,0.99054171909276,0.5457386107158193,0.4856115563292054
https://www.boxofficemojo.com/movies/?id=thehero.htm,0.8104052828147775,0.2316960687471331,0.6554605599842592,0.6407129405928378,0.0018698791558015015,0.27206792359846355,0.6324912641243801,0.646746897399175
https://www.boxofficemojo.com/movies/?id=untitledbhtiltii2017.htm,0.4232530912709004,0.1835058544506043,0.13844838211950816,0.2736490993396167,0.7240680042784052,0.6500565545066779,0.1466484443399897,0.41560360976528943
https://www.boxofficemojo.com/movies/?id=aunitedkingdom.htm,0.21952918227326412,0.2106976307287124,0.3472985088629552,0.06786612085302213,0.05327753605759511,0.7000221515698225,0.5790298620640263,0.48437061229574185
https://www.boxofficemojo.com/movies/?id=norman2017.htm,0.10858352663825233,0.5390809136962365,0.15302635193175218,0.07376945965111303,0.0603417148108385,0.9958068520472786,0.8529620799434906,0.5587562546080477
https://www.boxofficemojo.com/movies/?id=friendrequest.htm,0.8674667137896078,0.47857188096908077,0.4940327592952495,0.21714575749206466,0.2580286234222312,0.7950837151551687,0.029864919126638356,0.8799667645329431
https://www.boxofficemojo.com/movies/?id=table19.htm,0.5881055534282054,0.8865791007381107,0.09368611449035569,0.03979737922182014,0.8239544760487637,0.3198015779405805,0.9141604886597285,0.6618772609504624
https://www.boxofficemojo.com/movies/?id=theirfinest.htm,0.6919083442631718,0.4470873826906463,0.6755558367913032,0.46943862232846645,0.9272427312423485,0.8010038278217333,0.8976375276146522,0.960222579774688
https://www.boxofficemojo.com/movies/?id=phoenix2017.htm,0.4694450365638202,0.019666872727309825,0.8443089881548764,0.31346718021603215,0.9364887352336096,0.6245597344997459,0.6663493968467544,0.6589394386302856
https://www.boxofficemojo.com/movies/?id=aninconvenientsequel.htm,0.1290457172095083,0.30773880141499976,0.5194015994454116,0.49594643529310445,0.4985035017097965,0.1456507099555978,0.656014040041899,0.510545555439546
https://www.boxofficemojo.com/movies/?id=tildeathdouspart.htm,0.48867720288522776,0.4777313718187388,0.7831964065814219,0.9633850143768498,0.2080523851398709,0.9621630598209573,0.37415830018032226,0.7099581590708686
https://www.boxofficemojo.com/movies/?id=raees.htm,0.4027470729389696,0.33494051733222674,0.6340051935437762,0.5857126309397219,0.754067776649227,0.2545946393280242,0.07778945634345735,0.6914781558342797
https://www.boxofficemojo.com/movies/?id=theleisureseeker.htm,0.6628254822456998,0.5775232579126558,0.4107157642919731,0.8369879329656477,0.6934013396547138,0.1204873974008267,0.5916450360025993,0.4689633633264635
https://www.boxofficemojo.com/movies/?id=closeencounters2017.htm,0.24183244759229927,0.07515423841585345,0.354715791499027,0.6520113465309018,0.2558641441960806,0.9257005490486702,0.2440980994392299,0.6081063446547803
https://www.boxofficemojo.com/movies/?id=colossal.htm,0.0027992720910309243,0.9021308933400738,0.10396062962658514,0.04154578704959333,0.5819661129076741,0.8297510938330424,0.9990281986285003,0.08387219896185871
https://www.boxofficemojo.com/movies/?id=ingridgoeswest.htm,0.9867047606704741,0.6221805979156277,0.5869561514341293,0.9306145534684158,0.6962965736455173,0.2504968075753121,0.34318801598447,0.8153869960868123
https://www.boxofficemojo.com/movies/?id=ballerina2017.htm,0.31462082642410516,0.3154740484346661,0.03296582777397494,0.9228694981274711,0.2538431966288123,0.20058277970063787,0.16980965112576984,0.04186599506538535
https://www.boxofficemojo.com/movies/?id=oscarshorts2017.htm,0.36156666900893353,0.3994424403022261,0.0755857374070873,0.9958926185911735,0.13739814199392664,0.8200715750590772,0.004576526143049597,0.9752418539852168
https://www.boxofficemojo.com/movies/?id=kedi.htm,0.4263909635560721,0.28992366389179247,0.8064895902210735,0.5222762349899984,0.8411739205165274,0.35554021353340703,0.6541548650755156,0.43443335797154103
https://www.boxofficemojo.com/movies/?id=wolfwarrior2.htm,0.2294625017174704,0.1575951726526974,0.07359587897804476,0.12369874826462057,0.6263193922078698,0.1689898708535632,0.8775825994350739,0.9565576279811747
https://www.boxofficemojo.com/movies/?id=mycousinrachel.htm,0.8636605570499587,0.16651724186399597,0.500749405042582,0.39955855424418363,0.6198964944565826,0.7310870901023896,0.9335807727627088,0.11991905537946612
https://www.boxofficemojo.com/movies/?id=mayweathervsmcgregor.htm,0.09992278608753635,0.9439902325902352,0.2028940652210821,0.7497874060526358,0.4922250184326632,0.6279361295273586,0.575335327648606,0.31097867323502926
https://www.boxofficemojo.com/movies/?id=aquestionoffaith.htm,0.39099588778339445,0.28826906751302583,0.30781923046523585,0.4817327712996954,0.0597752803993129,0.12340228032796463,0.5816837994876901,0.7482794970275346
https://www.boxofficemojo.com/movies/?id=isgenesishistory.htm,0.3088886061824757,0.7260026494882063,0.40740174822337716,0.4540877037521672,0.707912656761628,0.03765354950008759,0.6442212685955685,0.7391094300242395
https://www.boxofficemojo.com/movies/?id=newsiesfathom.htm,0.578238319207285,0.030861190263487548,0.24276812818754034,0.7280184785407021,0.44927953891555106,0.7578916909994111,0.6635564359323692,0.9359206314483878
https://www.boxofficemojo.com/movies/?id=inourhandsbattleforjerusalem.htm,0.8206853882718932,0.6984344985940933,0.9755055585886027,0.21998838800013754,0.11481062669725717,0.6512133127206191,0.6641861553005104,0.6221251507558729
https://www.boxofficemojo.com/movies/?id=untitledpantelionfilm.htm,0.07304517620125195,0.38067553609417093,0.42392582124086364,0.8492247431080445,0.7368885755978803,0.22335914285381353,0.7127913650379815,0.6503615361934011
https://www.boxofficemojo.com/movies/?id=lbj.htm,0.3262884219187334,0.31886726539437693,0.20891552189581186,0.6456297824515531,0.5668676738955479,0.48524281395302193,0.8997886345850641,0.8379819084393614
https://www.boxofficemojo.com/movies/?id=tulipfever.htm,0.3723774004789736,0.6661353714864158,0.9862840962817511,0.46891385174339395,0.12271854456782694,0.062160156194360994,0.5551280747162192,0.3367402712590857
https://www.boxofficemojo.com/movies/?id=thesalesman.htm,0.5350598703091628,0.22979924594611645,0.7563204250917893,0.49729308586190735,0.7648679559670047,0.842817841682846,0.9909043537753448,0.5516298903287601
https://www.boxofficemojo.com/movies/?id=trainspotting2.htm,0.012691495798062502,0.15958206774992645,0.9700954959162723,0.9771431122210011,0.4212027630036288,0.9899699383630588,0.0416397095346126,0.45044779840273386
https://www.boxofficemojo.com/movies/?id=pokemonichooseyou.htm,0.7729004041107729,0.19627707647421355,0.16417245737593888,0.7493781979547324,0.48529021382186677,0.4750961719640824,0.8012076640761286,0.5921227442784148
https://www.boxofficemojo.com/movies/?id=jeeperscreepers3.htm,0.8909729385117081,0.8407995198383991,0.07467701290099271,0.6547755234045107,0.11611073965065255,0.40831690059176873,0.06165947536383842,0.9609455807241318
https://www.boxofficemojo.com/movies/?id=theresurrectionofgavinstone.htm,0.6370216296953914,0.8486209926189061,0.08267146549491555,0.15603197155253523,0.932096500304224,0.15661261228434653,0.41801031530324506,0.7968436493689864
https://www.boxofficemojo.com/movies/?id=killingofasacreddeer.htm,0.05829062972095622,0.32490761201260043,0.7186672340690192,0.4687262470772805,0.8991564091179449,0.6518508486848913,0.802644662501491,0.4892017885549209
https://www.boxofficemojo.com/movies/?id=autobahn.htm,0.719702343978921,0.9575912336551956,0.27955166638118534,0.6319526345597092,0.023755483185516346,0.1686262042801785,0.30604656405431685,0.37864863109580305
https://www.boxofficemojo.com/movies/?id=thelovers.htm,0.18819300511205683,0.9473963311988592,0.6134968076058686,0.9047985788079368,0.9043306944718442,0.6781206853936876,0.798471728145374,0.9168457391795554
https://www.boxofficemojo.com/movies/?id=padrenotanpadre.htm,0.6311558841306285,0.20185153823411972,0.9227293917469583,0.7081514689050039,0.6392612297609299,0.7466553562988905,0.5390781956180809,0.9977038395615112
https://www.boxofficemojo.com/movies/?id=bradsstatus.htm,0.02393225506532648,0.16443120505322728,0.5466549869720049,0.9932486555804987,0.4142141752920929,0.4629926771813242,0.6946403415827832,0.25319997870896216
https://www.boxofficemojo.com/movies/?id=goodtime.htm,0.9684548609651,0.03171871980442842,0.3526116448855421,0.6334969277303751,0.6840508348400889,0.06826344777298021,0.6633406232478342,0.15387298960545182
https://www.boxofficemojo.com/movies/?id=dunkirkreissue.htm,0.18868970843100596,0.8415906028061518,0.8218376014003815,0.22531876837758458,0.6756132920966716,0.8111966273874044,0.7150612477846565,0.9888794475317699
https://www.boxofficemojo.com/movies/?id=badrinathkidulhania.htm,0.06956556592911944,0.6149684780937135,0.15127350522097083,0.8931834897444721,0.03889758694354006,0.36798090421782637,0.37642356288083534,0.005812198511299549
https://www.boxofficemojo.com/movies/?id=everybodylovessomebody.htm,0.35262319563616995,0.17089585863296797,0.019337629103929777,0.6912461167215203,0.3274849923876598,0.4670006635407087,0.5683712698392426,0.9422014740934568
https://www.boxofficemojo.com/movies/?id=alongwiththegods.htm,0.948344861105083,0.9494167684367031,0.6398440651876722,0.08367914454158565,0.9623752679758002,0.18844427508647876,0.11925902516120179,0.046247104461083266
https://www.boxofficemojo.com/movies/?id=youth2017.htm,0.8741865059151788,0.2175123838102868,0.1046216967748902,0.6190421732406468,0.9829433882840661,0.441916490954659,0.7253217057561512,0.6152927298063662
https://www.boxofficemojo.com/movies/?id=aquietpassion.htm,0.8763030750901976,0.4427145535999776,0.1867136400561975,0.3021061756793779,0.13803108443258827,0.6278830117201399,0.046758058943058844,0.6567429507138017
https://www.boxofficemojo.com/movies/?id=toiletekpremkatha.htm,0.6904291824088062,0.09455682358237671,0.7385775408975582,0.6834156044695634,0.896329962843702,0.48272420880889433,0.08029843212738585,0.569618211500966
https://www.boxofficemojo.com/movies/?id=thewall2016.htm,0.5189611172390008,0.17025787565754769,0.34949266926142464,0.3078068856364097,0.644772347415689,0.623921904317806,0.712985599829789,0.5494511629657988
https://www.boxofficemojo.com/movies/?id=freefire.htm,0.6904439770012962,0.3116083746868398,0.6562604246193603,0.4083620250248782,0.4238862292504818,0.06443816828784465,0.13740935247829333,0.28993231322108903
https://www.boxofficemojo.com/movies/?id=thelastword.htm,0.4664751854160263,0.08586204173147494,0.11192619152630545,0.27172654503247395,0.3454545776364176,0.8165950888029464,0.11296702479362974,0.09454363729350845
https://www.boxofficemojo.com/movies/?id=goodbyechristopherrobin.htm,0.8178582417243069,0.35504230741816134,0.5128800399021566,0.2404191290563692,0.07892677463438136,0.3057447527287167,0.5429565202111676,0.04890682391894585
https://www.boxofficemojo.com/movies/?id=jane2017.htm,0.8511024185866194,0.868743540439966,0.0388540322978822,0.26081404009354525,0.2752644934823214,0.48826819547227496,0.3745378838786585,0.05022147289929613
https://www.boxofficemojo.com/movies/?id=menashe.htm,0.02855514658495406,0.5025794018613023,0.05656820161700704,0.5364110875648964,0.7049617263796456,0.3404234328181609,0.6564350449805987,0.5027326351101007
https://www.boxofficemojo.com/movies/?id=slammajamma.htm,0.911460257941376,0.9934678832418675,0.8574896229973797,0.2753697839687196,0.14732768686763753,0.770436183700807,0.6753004894448101,0.7133666654148612
https://www.boxofficemojo.com/movies/?id=jabharrymetsejal.htm,0.726889351059302,0.838262401386847,0.050109428569059755,0.6245696347732367,0.24506160427022783,0.4578639544038853,0.5065144216602329,0.9372772522410276
https://www.boxofficemojo.com/movies/?id=jollyllb2.htm,0.4621153199979616,0.14736126724368637,0.3509080390778774,0.16926234792333916,0.5542919224636971,0.7698557619821537,0.6536263311305605,0.8873993094010534
https://www.boxofficemojo.com/movies/?id=thelittlehours.htm,0.5173383691673399,0.2457858836418919,0.6304478433448082,0.09742070154445914,0.319658038948306,0.7511379228287264,0.20427486644149795,0.8573658818410331
https://www.boxofficemojo.com/movies/?id=aghoststory.htm,0.38258682283430623,0.031063666374392063,0.7814747853672347,0.81624059724484,0.9756359360721528,0.17799868165132293,0.4730920695601708,0.06975233672262882
https://www.boxofficemojo.com/movies/?id=professormarstonandthewonderwomen.htm,0.43949775982534733,0.5785516192160711,0.7847242495344074,0.5490690844558141,0.6305049986824189,0.8651084903269252,0.7227114246286376,0.49983015349083837
https://www.boxofficemojo.com/movies/?id=thestray.htm,0.5395039302067196,0.7657353110401823,0.22386517559339902,0.8762726296197938,0.646846966951411,0.523905055503614,0.07629476003463154,0.27863916719103743
https://www.boxofficemojo.com/movies/?id=genesisparadiselost.htm,0.6179280300458291,0.10834304783612425,0.8483369981299931,0.07705913839886736,0.794288793697726,0.7010577002425681,0.6596304869082614,0.6169318116975551
https://www.boxofficemojo.com/movies/?id=ataxidriver.htm,0.7897967573052919,0.9416902550284195,0.04855127509021684,0.5278428834657714,0.28602330373559726,0.4846066400022916,0.2837537817534337,0.04396563838463552
https://www.boxofficemojo.com/movies/?id=swordartonline.htm,0.12633661543954844,0.19570921114520878,0.14379632645582252,0.29565194840250986,0.22318591844067714,0.9053868679194207,0.16914360087781943,0.7527071760968299
https://www.boxofficemojo.com/movies/?id=marvel2018b.htm,0.8249678125852314,0.7593231997990181,0.9142161492042948,0.24827429167903237,0.4369017232249215,0.5328001735198666,0.8526063624835969,0.2003298193339168
https://www.boxofficemojo.com/movies/?id=thesquare.htm,0.43636012433904814,0.08651887787458279,0.8889172081178042,0.9679432069058903,0.48566859005956065,0.029259937333961594,0.04052895010318358,0.9129500426759847
https://www.boxofficemojo.com/movies/?id=mully.htm,0.37724257288613283,0.3750181221306671,0.6530498614384419,0.3136014002276807,0.3640605397353577,0.8546684699334026,0.3084009310639253,0.7103237942467338
https://www.boxofficemojo.com/movies/?id=judwaa2.htm,0.9715521437722408,0.02322657106110737,0.18494911260979163,0.7251091087859056,0.6609138973902126,0.3690875161717736,0.573785770965392,0.8496088002962836
https://www.boxofficemojo.com/movies/?id=theweddingplan.htm,0.25519047654696836,0.3186025657487095,0.6685093238374671,0.571508920392074,0.366555749745216,0.660015145312526,0.5839881966740568,0.5544019741281317
https://www.boxofficemojo.com/movies/?id=wonderwheel.htm,0.4773906051463622,0.9910770454041471,0.9377673904237781,0.5262209499922039,0.9760750984347351,0.28589266502567323,0.415369623726233,0.8690015239052898
https://www.boxofficemojo.com/movies/?id=myfrienddahmer.htm,0.32644863337787533,0.6461893222099642,0.9204663101279369,0.6938167814663172,0.2227895726486786,0.17908334512100565,0.4883682090113649,0.38899474051962846
https://www.boxofficemojo.com/movies/?id=thedinner17.htm,0.1742201894861588,0.9088676045114487,0.9267912995228061,0.4649583850231678,0.7188589019225671,0.9382302031484943,0.36238314910961866,0.6739621262222646
https://www.boxofficemojo.com/movies/?id=personalshopper.htm,0.6919915216545794,0.836511373608569,0.14336624361808148,0.09267522336317457,0.33585672723283544,0.5374071076650184,0.14026612508849068,0.9048298579959997
https://www.boxofficemojo.com/movies/?id=churchill.htm,0.29915142628891755,0.2150498511366583,0.311291511066737,0.3203325929905687,0.9946148637402985,0.7677027831866919,0.2739933103233593,0.6002510405317162
https://www.boxofficemojo.com/movies/?id=thesenseofanending.htm,0.3977036149527563,0.6306222763066022,0.780667265069847,0.16648883459057406,0.5975196164213022,0.7665444904637878,0.36624273643339167,0.714755934361244
https://www.boxofficemojo.com/movies/?id=chondapierceenough.htm,0.11823550270730443,0.155652015406485,0.5890466930602624,0.907664625784528,0.9314651371421852,0.40954646929479166,0.9797508487749185,0.7243446671478536
https://www.boxofficemojo.com/movies/?id=3idiotas.htm,0.667691386161519,0.11173210955022994,0.1331363632427841,0.03938844369575689,0.037694666343436434,0.7554445431991447,0.46426322920759755,0.9433425137852331
https://www.boxofficemojo.com/movies/?id=truetothegame.htm,0.26793527534582895,0.7078271670316298,0.07248263441409197,0.3529291967349901,0.7118376291671217,0.6241530213388355,0.8440324619393594,0.13926818653630169
https://www.boxofficemojo.com/movies/?id=stevemcqueenamericanicon.htm,0.29117122520255767,0.523439307019312,0.05537252359842426,0.40965543330569554,0.5978323778575452,0.10547061923087842,0.0006494494251040317,0.5971086227919694
https://www.boxofficemojo.com/movies/?id=thewomansbalcony.htm,0.22526902499612933,0.20834028430460005,0.09546679569162031,0.37335965061966925,0.613196153416214,0.5108900251423801,0.3951270075329961,0.2437618534114212
https://www.boxofficemojo.com/movies/?id=spiritedawayfathom.htm,0.2948729055423124,0.7833356580015525,0.9449452005465613,0.7866432361983771,0.916641226965079,0.24777422846352815,0.5721865553073998,0.8118521231582728
https://www.boxofficemojo.com/movies/?id=thetriptospain.htm,0.492267587527653,0.45767123449948477,0.18736123220179068,0.9912487946783359,0.0740082442349419,0.6236739117105424,0.646253323585571,0.9333573993850692
https://www.boxofficemojo.com/movies/?id=step2017.htm,0.33886546221184966,0.42693283105048874,0.6985655185510097,0.3432922234464234,0.8515677254539541,0.7407446630535963,0.02314084290347551,0.598208841134791
https://www.boxofficemojo.com/movies/?id=ladymacbeth.htm,0.1537887061844282,0.576672567171158,0.3033443499572248,0.9921391188232143,0.10736425186874532,0.9694862133747271,0.8294291543175237,0.21353324071516377
https://www.boxofficemojo.com/movies/?id=viceroyshouse.htm,0.7478497297821617,0.7800797662751924,0.5362363609413056,0.9464420788999728,0.19072857005168808,0.5832174944398525,0.19076350736240377,0.40524549936757703
https://www.boxofficemojo.com/movies/?id=thebattleshipisland.htm,0.18050170147551792,0.8088025904302673,0.10397239984095685,0.9309025266573254,0.728580694036719,0.3193074679546881,0.29553911121561194,0.06301083884643555
https://www.boxofficemojo.com/movies/?id=wonderstruck.htm,0.154543062225875,0.6903532646412339,0.4446283011033614,0.20126009482062046,0.45936191134997784,0.11994858912375739,0.9949404761874558,0.8921462581003525
https://www.boxofficemojo.com/movies/?id=judgmentday3d.htm,0.11230083145543501,0.729381617769578,0.33333648382519865,0.8279480938555902,0.9568654546271093,0.28980447903371753,0.4944224699875043,0.671028278129288
https://www.boxofficemojo.com/movies/?id=filmstarsdontdieinliverpool.htm,0.2293259497121125,0.5567913589114447,0.5305583082226937,0.6367164280974693,0.10850268103172211,0.4658905867622296,0.31731148202450976,0.7903055254598796
https://www.boxofficemojo.com/movies/?id=casablanca75.htm,0.21801372603045144,0.4184149355786685,0.6732842947926246,0.34528103362525087,0.2664691422114125,0.6617645171383507,0.2604386137613025,0.394896401120318
https://www.boxofficemojo.com/movies/?id=columbus.htm,0.7432096208281105,0.00772065154588597,0.8668385528578014,0.8369818048409283,0.9394304873402695,0.31618239975136575,0.2669134094459269,0.7189565692920766
https://www.boxofficemojo.com/movies/?id=yugiohthedarkside.htm,0.767348778080835,0.547181978963917,0.04248738689204323,0.4138671745854763,0.5302393364192204,0.8748533438477367,0.36461238417248987,0.018277679147673198
https://www.boxofficemojo.com/movies/?id=golmaalagain.htm,0.8940543211763486,0.44611800351370245,0.02356783270873608,0.15648172513667935,0.02908821812249973,0.3563105492790303,0.8763569544191365,0.5044315453693216
https://www.boxofficemojo.com/movies/?id=lastflagflying.htm,0.13109952225193688,0.00044399154969143595,0.43397355671017745,0.8815008421556327,0.8810998033889661,0.87994881222504,0.49895703226098254,0.5942726288774318
https://www.boxofficemojo.com/movies/?id=lucky2017.htm,0.8107175031991831,0.4404059725648689,0.5504264180721542,0.4670027505936658,0.1825190211836223,0.14766612056521367,0.9380352434382992,0.20411549191590295
https://www.boxofficemojo.com/movies/?id=facesplaces.htm,0.3492282176131194,0.3173947535558218,0.7313897155096065,0.5278899237924649,0.738701659293459,0.8594366733270195,0.9016375151138729,0.44260657581494367
https://www.boxofficemojo.com/movies/?id=landline.htm,0.10995401735202504,0.8543418617963501,0.7146966267394057,0.4401262791463769,0.4916562546563038,0.4303992619030551,0.843692651632686,0.46856950333968583
https://www.boxofficemojo.com/movies/?id=tubelight.htm,0.9246877438971504,0.292772817684929,0.20986181340873888,0.04473174242441724,0.9997876950070463,0.5414312319188667,0.5103101672510427,0.8170130334122928
https://www.boxofficemojo.com/movies/?id=theredturtle.htm,0.4138147486981977,0.6078767995492257,0.04831528414794661,0.929176489208728,0.8654496556069566,0.6816274085380332,0.17801980774645199,0.578390879839475
https://www.boxofficemojo.com/movies/?id=frantz.htm,0.3281110491890369,0.9647080986268198,0.5792747205048611,0.38106585786532776,0.12958538971016387,0.6698293883184483,0.7264403359536677,0.3841206578330696
https://www.boxofficemojo.com/movies/?id=journeytothewest2.htm,0.3906011878056753,0.6679185261517633,0.921178517206195,0.779770368623152,0.36006368246200027,0.7931604542188873,0.6847182649662441,0.3537618417600096
https://www.boxofficemojo.com/movies/?id=thepolarexpress2017.htm,0.8867686984778039,0.4523912732759543,0.6503532865723187,0.8366369104213627,0.21733573478408252,0.9208332273816306,0.7368877495232171,0.3730386258656926
https://www.boxofficemojo.com/movies/?id=jaggajasoos.htm,0.11772256499431177,0.3560889701308929,0.3480172527192893,0.17890174816364535,0.10889689475849462,0.11417906326215521,0.8516387744453994,0.5289699363500561
https://www.boxofficemojo.com/movies/?id=1945.htm,0.51344153443271,0.4779527198803468,0.8297712283632006,0.8440429936924111,0.32401378412109527,0.8052779874902734,0.05676721045856459,0.7909194573303316
https://www.boxofficemojo.com/movies/?id=exfile3.htm,0.14773831804175686,0.299380467375045,0.8185646766866931,0.9908686738075201,0.17976558613511595,0.16357358847889292,0.7114764536567865,0.007797734227097619
https://www.boxofficemojo.com/movies/?id=bombshell.htm,0.10207547262303662,0.8490119230313468,0.0720882902593224,0.8409370987206447,0.0898532662743432,0.10647929231292796,0.6365232156688878,0.3928480509621314
https://www.boxofficemojo.com/movies/?id=patticakes.htm,0.3279955354687436,0.7251860139984923,0.02437841696641152,0.22611106767509903,0.9845413305315294,0.694042183418891,0.6862852196246372,0.09687415608113903
https://www.boxofficemojo.com/movies/?id=georgetakeisallegiance.htm,0.20078258942039573,0.5628605702700743,0.2277391798535493,0.16381402758204178,0.40116425549177714,0.7870717895588656,0.39167468291352847,0.35285830064173895
https://www.boxofficemojo.com/movies/?id=markfelt.htm,0.8905023728109498,0.07144623985298848,0.39852263794172527,0.5152810309267919,0.24418557313452605,0.60553752492501,0.6826181657949648,0.5473981810285331
https://www.boxofficemojo.com/movies/?id=mubarakan.htm,0.9024736218021241,0.004099312775434183,0.33915987561941774,0.9970649574883965,0.07310944457151425,0.8690860958462364,0.21109675909414194,0.17579684501952197
https://www.boxofficemojo.com/movies/?id=walkwithme.htm,0.2956676963219198,0.4585140136819056,0.11739930368324225,0.5960601787348135,0.6442675184856341,0.8657468883153813,0.9222349693103096,0.2099733574931787
https://www.boxofficemojo.com/movies/?id=mayitlast:aportraitoftheavettbrothers.htm,0.5381445407545392,0.18947303782818792,0.016763279073946258,0.4186397341205218,0.18886147129851993,0.24972322131867553,0.5681402565672252,0.24084549174353231
https://www.boxofficemojo.com/movies/?id=kirkcameronreviveus2.htm,0.9373425707268478,0.22720205016559147,0.9462173128022039,0.7660241778772129,0.47252305024579566,0.5177372344659796,0.6343228727697873,0.5318755910349957
https://www.boxofficemojo.com/movies/?id=theexception.htm,0.23912831545630142,0.8759873299579785,0.8370747852030668,0.12917349330614591,0.5689065869460308,0.9930018231486375,0.38680319129668683,0.8165401254138005
https://www.boxofficemojo.com/movies/?id=canelovsggg.htm,0.0011189494746477457,0.6724988660275293,0.9646747142460979,0.2562268297013748,0.4645168571456295,0.7679536418348922,0.7069854108909575,0.2041347757202272
https://www.boxofficemojo.com/movies/?id=chrisbrownwelcome.htm,0.3856601428626433,0.1955003112676108,0.43413031297467397,0.026663615944839902,0.7228175550616864,0.11339869160540694,0.22293521479699507,0.4043129078815899
https://www.boxofficemojo.com/movies/?id=titanic20thanniversary.htm,0.8895178084467783,0.1123547019085459,0.3577068884721042,0.9008727638497452,0.841941976216391,0.5096805643892175,0.8307786780598749,0.563384603324357
https://www.boxofficemojo.com/movies/?id=lostinparis.htm,0.7959388007677433,0.09737292645455264,0.6272370095914662,0.8463361990138871,0.0843753414788202,0.49414490046166204,0.28974504896240016,0.3272246883590826
https://www.boxofficemojo.com/movies/?id=subhmangalsavdhan.htm,0.9801874758513018,0.7402312260122778,0.6402119718227129,0.16146821935148326,0.16277028584186026,0.6914575709039914,0.5701213686429129,0.888250850221439
https://www.boxofficemojo.com/movies/?id=thedevotionofsuspectx.htm,0.11625815429991271,0.5503261339648688,0.35629596675924713,0.41454561717859995,0.9494276562688007,0.1940606037813365,0.4758183671557793,0.7979792064281361
https://www.boxofficemojo.com/movies/?id=wilson2016.htm,0.9892328098031404,0.18621202225708722,0.551292862431537,0.21506220991278024,0.7446837873632185,0.8978942372919241,0.6037135179430642,0.9002204614575634
https://www.boxofficemojo.com/movies/?id=theonlylivingboyinnewyork.htm,0.2970290182024262,0.3234950193306253,0.9244929734797298,0.5309535873548601,0.8719397927117275,0.906656943138431,0.6002703825085337,0.31065792144126514
https://www.boxofficemojo.com/movies/?id=themidwife.htm,0.49822718772548036,0.9136115553093238,0.8812695573517074,0.4020543859259308,0.5408010448619752,0.9665799490669787,0.8080504879469098,0.5614864724654121
https://www.boxofficemojo.com/movies/?id=battleofmemories.htm,0.3357629075831624,0.559555558869388,0.9193745826560374,0.9740050664724873,0.9108236689524202,0.8845769732656199,0.878093210552764,0.5382195951727301
https://www.boxofficemojo.com/movies/?id=novitiate.htm,0.2224249469856998,0.7599210636977171,0.14455920632151842,0.5303280948438147,0.6488319432623599,0.974754935564896,0.6056425908375361,0.9303702228249834
https://www.boxofficemojo.com/movies/?id=tommyshonour.htm,0.48019557082600406,0.4897351710888922,0.31994168550151136,0.5572301941616935,0.8711265241693478,0.9307198394802858,0.3415012083703094,0.9110403239054156
